"ANDERSON BAXTER","USER-613","2833576371"
"SUPER SKRULLKLRT","USER-614","1720612937"
"REPTYL","USER-615","3947745330"
"EMPRESS SBYLL [SKRU","USER-616","5104963714"
"RONAN THE ACCUSER [K","USER-617","3110551192"
"MIDNIGHTMNAI","USER-618","3682491089"
"SUPREME INTELLIGENCE","USER-619","4072986155"
"SWITZLER BEVERLY","USER-620","4578398894"
"HOWARD THE DUCK","USER-621","2525449891"
"HUNTER LANCE","USER-622","6310785915"
"BRADDOCK JAMES JR. ","USER-623","1935916112"
"CALLAGHAN JAMES","USER-624","5176384119"
"DR. SYNNE","USER-625","7697548342"
"ROSS COURTNEY","USER-626","7244705359"
"FRASER DET. KATE","USER-627","9256166366"
"TANNER JACKO","USER-628","6292531860"
"BOOMERANGFRED MYERS","USER-629","3127446710"
"JONES RICHARD MILHO","USER-630","2399272439"
"TALBOT GLENN","USER-631","6085930111"
"MAD VIKINGKNUT CAIN","USER-632","9746395471"
"DELPHI","USER-633","1905211541"
"ANNIHILUS","USER-634","5726330051"
"LEEDS NED","USER-635","6617318405"
"BROMWELL DR.","USER-636","2679110474"
"ROSENTHAL BERNIE","USER-637","9446760024"
"ANELLE","USER-638","9493185970"
"GRIMM JAKE","USER-639","2333220810"
"MYSTERIOQUENTIN BEC","USER-640","4289370804"
"BIG MANFREDERICK FO","USER-641","5832663968"
"FANCY DAN","USER-642","0563129264"
"MONTANA","USER-643","3474289446"
"OX","USER-644","0703451265"
"TERRAX IITYROS","USER-645","1903623742"
"ZARRKO ARTHUR","USER-646","7895481985"
"CANNONBALLJACK PULV","USER-647","4909186392"
"GAMBONNO ERNESTO","USER-648","8330284754"
"PAGE KAREN","USER-649","5593330007"
"BRUTO THE STRONGMAN","USER-650","2863853199"
"RINGMASTERMAYNARD T","USER-651","4274991543"
"GAMBONNO LUIGI","USER-652","0087250239"
"NELSON FRANKLIN FOG","USER-653","9430709834"
"EVANS DORIS","USER-654","8613368708"
"WARREN MR.","USER-655","0323599774"
"CHAMELEONDMITRI SME","USER-656","7908576484"
"SHADOWCATKATHERINE ","USER-657","6932339137"
"LOCKHEED","USER-658","3696306823"
"KNIGHT ERRANTMATSON","USER-659","6708985127"
"ICONDR. UMBAYA AK","USER-660","8106571301"
"THOMAS COMMANDER DA","USER-661","2423955600"
"CERISE II [SHIAR]","USER-662","5001278415"
"AHABRORY CAMPBELL","USER-663","3152830995"
"SHADOWCAT 2013","USER-664","2433863314"
"MANIPULATOR","USER-665","5029539240"
"STINGER II","USER-666","7623637388"
"DUGAN TIMOTHY ALOYI","USER-667","8573494048"
"RAMIREZ ALMA","USER-668","7929085153"
"GENUARDI MR.","USER-669","9977993889"
"RAMIREZ LUIS","USER-670","5532979588"
"RAMIREZ MARTA","USER-671","8367347571"
"BOLT COUNCILMAN AND","USER-672","1695550629"
"OXNARD PHIL","USER-673","7338399258"
"RAMIREZ ROSA","USER-674","1286412872"
"KORVAC MICHAEL","USER-675","5924003004"
"ASTROVIK NORMA","USER-676","2640871340"
"BINARYCAROL DANVERS","USER-677","1899705145"
"TWO-GUN KID","USER-678","5939099349"
"GYRICH HENRY PETER","USER-679","1821798242"
"COLLECTORTANELEER T","USER-680","8871526719"
"CAPTAIN MARVELCAPTA","USER-681","0035781122"
"HERAAUGUSTINE JONES","USER-682","2177466798"
"CARINACARINA WALTER","USER-683","5780794663"
"ZEUS","USER-684","3762949849"
"BROWN LAURA","USER-685","6881481055"
"NEVILLE KATE","USER-686","4905725944"
"MACKENZIE AL","USER-687","8802793094"
"WOO JIMMY","USER-688","6749690006"
"MAD DOGCOLONEL BUZZ","USER-689","1497458501"
"PURSUER","USER-2808","2689054624"
"IRIDIA [INHUMAN]","USER-2809","4750201666"
"RAGA","USER-2810","9813461662"
"BLACK LAMA","USER-2811","8289282119"
"TABUR","USER-2812","3883782442"
"BLACKWOOD JENNY","USER-2813","1053948641"
"CATHERWOOD","USER-2814","9992562103"
"VALINOR","USER-2815","2220158892"
"NEWMARK LOTUS","USER-2816","3626276722"
"BGON","USER-2817","8709532423"
"ZAMORA PETE","USER-2818","1139021781"
"BASILISK III","USER-2819","1838078084"
"AGONY","USER-2820","9704006538"
"ROSS EVERETT KENNET","USER-2821","2556038087"
"JAMEKA","USER-2822","9620661257"
"RICHARDS FRANKLINK ","USER-2823","8208761057"
"NOVA DOPPELGANGER II","USER-2824","4966424613"
"DHEREK","USER-2825","3988964978"
"HARRIS CHRISTINE","USER-2826","6753554998"
"CASS LARRY MAD DOG","USER-2827","6777700806"
"BULLET","USER-2828","2963661201"
"PEMBROKE","USER-2829","0524961393"
"CALKIN SUSAN","USER-2830","8544615768"
"HOYT TONY","USER-2831","5773356488"
"SABINI JERRY THE WH","USER-2832","8170743477"
"MALTESE","USER-2833","6010455415"
"TULLY DEREK","USER-2834","8101603175"
"STONE","USER-2835","5987449835"
"WING","USER-2836","3072785377"
"SPEAR","USER-2837","4283459792"
"JONIN","USER-2838","4237925991"
"FLAME","USER-2839","5580718413"
"STAR","USER-2840","9215442743"
"IZANAMI","USER-2841","3698840734"
"SENNET PAMELA","USER-2842","7458673818"
"SCOTT PETER","USER-2843","3936972039"
"BUCHETTO SALVATORE ","USER-2844","5546829020"
"SHADOW-HANDLI CHUN","USER-2845","7853082100"
"ZARAN II","USER-2846","0881429777"
"HANGMAN IIJASON ROL","USER-2847","7848783309"
"HOUSTON STELLA","USER-2848","8715261864"
"PRESTER JOHN","USER-2849","3839950365"
"GOLEM III","USER-2850","2577994764"
"AGAMEMNON IIANDREI ","USER-2851","2155301194"
"BASILISKBASIL ELKS","USER-2852","1711115556"
"PAPA NEBO","USER-2853","4130121954"
"SMEDLEY","USER-2854","5437537697"
"BROTHER STEPHEN","USER-2855","8527827857"
"DECAY","USER-2856","5064905881"
"ADAMSON JASON","USER-2857","1173402166"
"ADAMSON REBECCA","USER-2858","6016791617"
"LOGAN WAYNE","USER-2859","8544770728"
"BLACK TALONDESMOND ","USER-2860","2207118591"
"BARON SAMEDI","USER-2861","0621859466"
"DAMBALLAH","USER-2862","2395770511"
"CAPTAIN UNIVERSESTE","USER-2863","6554206776"
"COFFIN RAY","USER-2864","7785239693"
"RUSSELL LISSA","USER-2865","7807164499"
"SIMPSON CRASH","USER-2866","4048039077"
"KURLYCHEK PATTY","USER-2867","0577077267"
"WAR TOYALKHEMA","USER-2868","9063463849"
"CONSUELA","USER-2869","3235787227"
"DR. GOODWRENCH","USER-2870","0229642836"
"EEL III","USER-2871","8072711185"
"UNDERTOW","USER-2872","4214312959"
"JOYCE SAMANTHA","USER-2873","2521407153"
"SLAGSLAGHT DR. THE","USER-2874","4309351160"
"SHEPPARD JOAN ACE","USER-2875","5330621742"
"GREMLIN","USER-2876","8100531716"
"MYCROFT","USER-2877","2456560780"
"CRIMSON DYNAMO VIVA","USER-2878","1310768779"
"COLLETTE","USER-2879","3592117204"
"BERKELEY TRAVIS","USER-2880","5922205532"
"JEFFRIES DR.","USER-2881","8388023851"
"BERGIER REBECCA","USER-2882","4243123581"
"RECORDER II","USER-2883","9828564412"
"TURMOIL","USER-2884","3787827666"
"ANCESTOR","USER-2885","9525466163"
"BUTTERFLY","USER-2886","9295011343"
"DELUGE II","USER-2887","6838719824"
"QWAKEQUAKE","USER-2888","5963314928"
"LICH","USER-2889","7154980014"
"YIN DR. SU","USER-2890","2163870313"
"FOUNDRY","USER-2891","3176127854"
"SICKLE","USER-2892","7050589275"
"FIREFLY","USER-2893","2385122233"
"CRIMEBUSTERFRANK MO","USER-2894","1432111715"
"HOLOCAUST","USER-2895","7620132876"
"BUG","USER-2896","8085434947"
"MARIONETTEMARI","USER-2897","8799813595"
"RANN COMMANDER ARCT","USER-2898","1258568448"
"KREA BRUNO","USER-2899","4188989094"
"NGAMI","USER-2900","8287934536"
"LOHAN PETER","USER-2901","7488578966"
"LEVIATHAN IV","USER-2902","9647460584"
"LUMP","USER-2903","6174857874"
"HATE-MONGER IV","USER-2904","6511056725"
"THUNDERSWORD","USER-2905","1573838351"
"HOFFMAN ALICE","USER-2906","9446357666"
"SARACEN","USER-2907","0682116304"
"IRON FIST HYLTHRI I","USER-2908","9222390947"
"STAMP J.Q.","USER-2909","5730769537"
"BARNETT MIKE","USER-2910","8064979954"
"KANGAROO II","USER-2911","9905047278"
"MARILLA [INHUMAN]","USER-2912","2968303596"
"SPOT","USER-2913","0927585681"
"ROEBERG SEN.","USER-2914","6777116224"
"THOR REPLICOID","USER-2915","6487745970"
"JAMESLEY ALOYSIUS R","USER-2916","7162939008"
"MARRERO ED","USER-2917","5562148673"
"TAI II","USER-2918","3104953643"
"GARCIA REV.","USER-2919","5746982165"
"STELLARISLEAH PRINC","USER-2920","2292849771"
"KORREK","USER-2921","7788497924"
"MASTER MENACEDR. EM","USER-2922","3612841775"
"JONES PHILLIP","USER-2923","8027964242"
"JONES ANDY","USER-2924","0173141676"
"STEWART MADDIE","USER-2925","8186816892"
"JONES DRUCILLA","USER-2926","9774646487"
"MYSTERIUMDR. JOSEPH","USER-2927","6640088397"
"JONES KATIE","USER-2928","6929670872"
"CROWLEY","USER-2929","0798754875"
"NIGHTHAWK IIINEAL","USER-2930","5058829375"
"SKYMAXSKYMXJAMES","USER-2931","8965215506"
"STEWART TINA","USER-2932","5795404702"
"WILSON MERCEDES","USER-2933","7361875244"
"GRUNCH ALESTAIRE FI","USER-2934","2672239193"
"HAYDEN","USER-2935","2605703242"
"ECLECTA","USER-2936","4122567750"
"PYRON","USER-2937","6350134210"
"UNICORN III","USER-2938","1700460281"
"MALOVICK","USER-2939","9195496345"
"QUEEN KNORDANORA QU","USER-2940","7596412978"
"URTHONA","USER-2941","5287947342"
"KALUU","USER-2942","5649741621"
"HEYWERTH GENERAL","USER-2943","4986478697"
"FITZROY TREVOR","USER-2944","1134672950"
"JAMJASMINE ARCHER","USER-2945","6434054489"
"MARITA","USER-2946","6969882835"
"ROUST","USER-2947","2172484751"
"BUX","USER-2948","0068865288"
"SUWAN","USER-2949","5131015376"
"OHARA GERALD","USER-2950","3557511663"
"RAGA-SHAH","USER-2951","4116124724"
"MCSHANE PATRICK","USER-2952","9940363655"
"JEFFERSON DR.","USER-2953","5588112502"
"WIDE LOAD ANNIEANNI","USER-2954","1780856833"
"POPPA WHEELER","USER-2955","1195562865"
"MCGRILL MARY","USER-2956","2216998834"
"XEMNU","USER-2957","9643979623"
"RITTER DONALD","USER-2958","0852471418"
"RITTER DEBORAH ","USER-2959","2971965335"
"LADY OF THE LAKE","USER-2960","0811176495"
"MONTOYA MARIA","USER-2961","2590356125"
"MONTOYA JULIO","USER-2962","4351120925"
"PHANTOM EAGLE","USER-2963","2310480343"
"THUMBELLINA","USER-2964","1909691726"
"CERANDA","USER-2965","8996596184"
"ONEILL DET. BRADY","USER-2966","5757525407"
"BRONA","USER-2967","0901884502"
"MAGNIR","USER-2968","8127439863"
"ENRAKT","USER-2969","2621623194"
"SLOTOTH","USER-2970","3925339908"
"GEIRRODUR","USER-2971","9343324885"
"ORIKAL","USER-2972","0620036450"
"TARAKIS","USER-2973","1390071403"
"CONQUESTBRIDGET MAL","USER-2974","2311241239"
"BEDLAM IIOLISA KABA","USER-2975","7367931630"
"FONTANELLEGLORIA DA","USER-2976","9203666293"
"AYALA MRS.","USER-2977","5724766662"
"LANG ALLISON","USER-2978","5483132327"
"LANG TIMMY","USER-2979","0929396313"
"ECHOMAYA LOPEZ","USER-2980","0322049299"
"LEAP FROGLANG","USER-2981","3139409136"
"SHELDON PHIL","USER-2982","4951750491"
"RIGOLETTO DON DANTE","USER-2983","8651128038"
"FORTUNATO","USER-2984","6571940554"
"CHAMBERJONOTHON STA","USER-2985","6556649660"
"EMPLATEMARIUS ST. C","USER-2986","7944383991"
"ST. CROIX NICOLE","USER-2987","5563132665"
"PENANCE III","USER-2988","9936912538"
"BRAWN TRISTAN","USER-2989","9844689000"
"LEGAULT","USER-2990","1985476554"
"BRAWN HUNTER","USER-2991","4459038918"
"ST. CROIX CLAUDETTE","USER-2992","1087131538"
"ST. CROIX CARTIER","USER-2993","2728420358"
"OMEGA","USER-2994","0736398905"
"TIMBERIUS","USER-2995","8999304732"
"GIDEON GREGORY HUNG","USER-2996","2367095786"
"GIDEON CLAIRE","USER-2997","6553470162"
"MIRACLE MAN","USER-2998","2419779266"
"CONROY KAREN","USER-2999","3034996571"
"MONDO II","USER-3000","6025935181"
"TIMESLIPRINA PATEL","USER-3001","4405520564"
"ADVENTKYLE GROBE","USER-3002","4121094944"
"THERMAL MAN","USER-3003","1081704493"
"PHILLIPS HANDSOME H","USER-3004","8578362898"
"DAKOR YOGI","USER-3005","7224610305"
"BROGIN BULL","USER-3006","9718739374"
"NALES DET. REBECCA ","USER-3007","5619928622"
"JOHNSON ANNA","USER-3008","8478953886"
"AVANDALIA","USER-3009","9797994689"
"THULE GEN.","USER-3010","8508118966"
"BERGLUND GEN.","USER-3011","4886962992"
"CRIMSON DAFFODIL","USER-3012","1421630648"
"MARKED MAN","USER-3013","5267605295"
"NIGHT","USER-3014","0797680234"
"FALCONER CALVIN","USER-3015","8986774304"
"GALANNAN BILL","USER-3016","3688838264"
"TENDRILRIVER VERYS","USER-3017","1411988295"
"SCHWINNER DR. ERIC","USER-3018","0700990896"
"SLOAN ANNA","USER-3019","9162927896"
"CONTONI PAUL","USER-3020","4505564847"
"STAPHOS DR. MONICA","USER-3021","5960427091"
"HITLER ADOLF","USER-3022","5194221910"
"GHOST GIRL","USER-3023","6221170242"
"SPIRIT OF 76WILLIA","USER-3024","7805618507"
"KING GEORGE VI","USER-3025","0516424861"
"CAPTAIN WINGS","USER-3026","4387520127"
"TOMMY LIGHTNING","USER-3027","8817469162"
"THUNDERFIST","USER-3028","8547345520"
"GOLEMJACOB GOLDSTEI","USER-3029","5479132150"
"BLUE BULLETPROF. JO","USER-3030","1190393840"
"FACECOL. EISEN","USER-3031","2181643394"
"MATADORMANUEL ELOGA","USER-3032","9999868714"
"MR. FEARZOLTAN DRAG","USER-3033","9089068311"
"KRANG [ATLANTEAN]","USER-3034","4568040913"
"DEATHLOKCOLONEL LUT","USER-3035","8408394068"
"SLADE","USER-3036","7239934518"
"FIXERSWEENEY","USER-3037","2430717170"
"MURDOCK BATTLING JA","USER-3038","4659160798"
"UROC","USER-3039","7215237757"
"HELIXRAFAEL CARAGO","USER-3040","4387029575"
"TURBO II (B)MIKE JE","USER-3041","9146745960"
"HOLLYWOOD","USER-3042","6661376784"
"YONDUYONDU UDONTA","USER-3043","4330352969"
"DUNHAM LAURA","USER-3044","9928239157"
"NIELS","USER-3045","8775376563"
"NOVA OMEGAGARTHAN S","USER-3046","8781873929"
"MEXXA RIEN","USER-3047","8445890089"
"CHEN DR.","USER-3048","6277007996"
"GENECIDE","USER-3049","8298281289"
"CORONARYJIMMY SHARP","USER-3050","9050540418"
"IMPULSE IIDWIGHT HU","USER-3051","2618071271"
"MATHEMANICTHOMAS SO","USER-3052","1992966043"
"PRETTY PERSUASIONSH","USER-3053","3625357257"
"DARK","USER-3054","9402400964"
"RIGHT","USER-3055","5409142916"
"WRONG","USER-3056","4455070429"
"GENERAL ADMISSION","USER-3057","0384291320"
"DRY","USER-3058","9986272037"
"TRUTH II","USER-3059","9632306420"
"CUT","USER-3060","5347623484"
"ADMIRAL PROTOCOL","USER-3061","4061530644"
"GENERAL OBSIDIAN","USER-3062","0593270762"
"LIGHT","USER-3063","3835609465"
"BALDWIN JUSTIN","USER-3064","0435483300"
"BRIGGS AGENT STEPHA","USER-3065","1929952205"
"STONE NELSON","USER-3066","4541099429"
"GARTHAN SAAL","USER-3067","8979977608"
"SPROCKET","USER-3068","0336458892"
"HENDERSON CAROL","USER-3069","7895412643"
"ASYLUM IIHENRIQUE M","USER-3070","9117206184"
"ROSEN WALTER","USER-3071","1161898977"
"JUPITER","USER-3072","1450165125"
"SPARROW","USER-3073","8915393775"
"FLYNN","USER-3074","3400392592"
"MELTON LORRIE","USER-3075","8473495021"
"MADDEN CHET","USER-3076","3891810115"
"ZAPPER DAN","USER-3077","5744592234"
"WALTERS SHERIFF MOR","USER-3078","7601916417"
"BRADLEY JESSICA","USER-3079","8724270796"
"GONZALEZ RAYMOND","USER-3080","5937048671"
"RADION","USER-3081","9032831023"
"CHAKA KHAN","USER-3082","5662286205"
"CHEEVER JOHN","USER-3083","4077337791"
"JILL","USER-3084","1901427914"
"BANCROFT MARTINE","USER-3085","2150395694"
"ROBERTSON AMANDA","USER-3086","2158167992"
"BANKS SHARON","USER-3087","2439048086"
"LOBO EDUARDO","USER-3088","3798043233"
"TORK SGT.","USER-3089","7544471294"
"REDEEMERCRAIG SAUND","USER-3090","0690347228"
"LEECH","USER-3091","0523222753"
"STINGER III","USER-3092","5955413089"
"TOWER","USER-3093","9417650580"
"TIMESHADOW","USER-3094","6418658308"
"SCALPHUNTER","USER-3095","6775466426"
"ODONNELL","USER-3096","8071527899"
"CYBELE [ETERNAL]","USER-3097","3312159540"
"DREAMING CELESTIALT","USER-3098","9110464824"
"KHORYPHOS [ETERNAL]","USER-3099","9283114903"
"CATAPHRAX","USER-3100","8705343156"
"YRDISIS","USER-3101","0399409833"
"CHATTERTON DAVE","USER-3102","7437341299"
"KINGO SUNEN [ETERNAL","USER-3103","1760755014"
"HOLDEN DR. SAMUEL","USER-3104","2551674790"
"AHQLAU","USER-3105","6152142120"
"TEFRAL","USER-3106","7671097904"
"PHASTOS [ETERNAL]","USER-3107","5574291990"
"BLAIRE CARTER","USER-3108","8114325473"
"HUNCH","USER-3109","9756504364"
"BEEFER","USER-3110","0292817261"
"MARX","USER-3111","5734896487"
"STERLING SID","USER-3112","4254710387"
"CHURCH LYNN","USER-3113","8810069360"
"CHAINSAW","USER-3114","8605268765"
"OLLSEN BO","USER-3115","1176812658"
"AQUARIUSDARREN BENT","USER-3116","1368546950"
"CHLOE","USER-3117","6561778237"
"DUFFY SGT. MIKE","USER-3118","9685024876"
"YANO","USER-3119","6122882962"
"DRAGONFLY IIMEIKO Y","USER-3120","1860209215"
"MADAME QWA","USER-3121","7879804785"
"AUTHIER TRACY TRACE","USER-3122","0461129037"
"D.O.A.","USER-3123","5734550215"
"CHIMERA II","USER-3124","7000804517"
"AUTHIER POLICE CHIE","USER-3125","6537482011"
"ELWOOD","USER-3126","5413980395"
"TIMMONS","USER-3127","9982546473"
"TOKEN","USER-3128","4676348322"
"DIRT NAP","USER-3129","2743726584"
"M-PLATE","USER-3130","9674225751"
"CACHES PROF. MARINA","USER-3131","8181796087"
"MASTER ZEI","USER-3132","1656118742"
"WILKS SHANTAL","USER-3133","3052668562"
"EL UNO","USER-3134","8311113005"
"LEWIS DET. GARON","USER-3135","0076719440"
"GIL","USER-3136","9060573672"
"TORES","USER-3137","4805504819"
"DARIA","USER-3138","1362904252"
"LYNN NORMA","USER-3139","8556434981"
"RANDEAU DR.","USER-3140","8077747139"
"DILLON ANITA","USER-3141","3694920532"
"DILLON JONATHAN","USER-3142","0634389602"
"BLACKHEART","USER-3143","6270213679"
"GILBERT ROXANNE","USER-3144","5729224377"
"CHANGELING","USER-3145","8828501109"
"WITNESS IIREMY LEBE","USER-3146","7464180819"
"SCORCH II","USER-3147","2233992429"
"LINK","USER-3148","6000408431"
"JINX","USER-3149","2109699257"
"ZCANN","USER-3150","5753338028"
"RTEE","USER-3151","1682300263"
"NURO","USER-3152","3119363333"
"FIZ [SKRULL]","USER-3153","7878196179"
"SPUNJE","USER-3154","6088814752"
"THUMPER","USER-3155","5929368750"
"TRACKER","USER-3156","0486016252"
"SEER","USER-3157","9863306624"
"NOTE","USER-3158","4813975780"
"KINLAN KARTH KITH","USER-3159","7530243757"
"ACROBATCARL ZANTE","USER-3160","5501534972"
"BEDFORD BRAD HULK","USER-3161","1130152656"
"STILWELL RON","USER-3162","6074412505"
"STRINGER AMY","USER-3163","0816148010"
"FULLERTON-SMITH CAS","USER-3164","2208783881"
"SCRAMBLER","USER-3165","6535798729"
"KRAMER STACEY","USER-3166","4405881465"
"KRAMER KENNY","USER-3167","0881321745"
"RIPTIDE","USER-3168","9570617042"
"REAGAN RONALD","USER-1057","2342048434"
"MOONSTONE IIKARLA S","USER-1058","4039677093"
"BEETLEABNER RONALD ","USER-1059","8887888007"
"SLOAN FRED","USER-1060","9316154863"
"TIGER SHARKTODD ARL","USER-1061","5160780567"
"ELYSIUS","USER-1062","0167507338"
"BLACKOUTMARCUS DANI","USER-1063","4564773301"
"OBRIEN MICHAEL","USER-1064","7077708689"
"SIKORSKY RAYMOND","USER-1065","7677735841"
"LUNALUNA MAXIMOFF [","USER-1066","6292933129"
"DANNING SHEILA","USER-1067","2539179490"
"GAROKK","USER-1068","6162100231"
"LETTERMAN DAVID","USER-1069","2517669668"
"DORMAMMU","USER-1070","0887679267"
"ELEKTRAELEKTRA NATC","USER-1071","7674514604"
"SELENE","USER-1072","5664579512"
"SUNDER","USER-1073","3979646945"
"KULAN GATH","USER-1074","6202684156"
"CALIBAN","USER-1075","8733712326"
"MAGMAAMARA AQUILLA","USER-1076","8878150618"
"WHIRLWINDDAVID CANN","USER-1077","9267056800"
"FREEMAN DUANE JEROM","USER-1078","0509777407"
"DEMOLITION MANDENNI","USER-1079","7642234453"
"MAGDALENEMARISSA DA","USER-1080","3784988440"
"SWORDSMAN IIIPHILIP","USER-1081","2825959929"
"MCLAREN MEGAN","USER-1082","4533099017"
"CHAMPION IMUS","USER-1083","1265406949"
"CORRUPTORJACKSON DA","USER-1084","4474274241"
"BLUE SHIELDJOSEPH J","USER-1085","0766769093"
"RIVERA DR. JASON","USER-1086","1602959004"
"CIR DYLON","USER-1087","9657771180"
"GALEN KOR ADMIRAL [","USER-1088","7088267675"
"RON TALLA","USER-1089","7781675859"
"LOR KONA","USER-1090","6248641421"
"MIDGARD SERPENT","USER-1091","5248938998"
"NDELE","USER-1092","9825823625"
"MUTAURUS","USER-1093","3675189709"
"STINGRAYDR. WALTER ","USER-1094","5752261591"
"LE FEY MORGAN","USER-1095","2011667355"
"GULLIN","USER-1096","9220697004"
"FIREBIRDBONITA JUAR","USER-1097","5827302520"
"MORDRED THE EVIL","USER-1098","4777950139"
"STRIDER","USER-1099","2318683032"
"WEREWOLF BY NIGHTJA","USER-1100","5387546965"
"SILVERCLAWLA GARRA ","USER-1101","9306644289"
"MAGNUM MOSES","USER-1102","1390488655"
"FLY","USER-1103","5451871061"
"BORA","USER-1104","8262483343"
"LAVEAU MARIE","USER-1105","8945051260"
"BROTHER VOODOODANIE","USER-1106","6373319188"
"RAHL","USER-1107","3395660513"
"DRUMM JERICHO","USER-1108","1089129295"
"DRAGONUS","USER-1109","6840084077"
"EXECUTIONER V","USER-1110","0162196436"
"ARKON","USER-1111","7950750933"
"BARON MORDOKARL MOR","USER-1112","5786877416"
"AZRAEL","USER-1113","6629086636"
"HAROKIN [ASGARDIAN]","USER-1114","6203000705"
"ANDERSON CHARLES","USER-1115","0286629280"
"SOPHIE","USER-1116","7043157601"
"MARTHA","USER-1117","8337564302"
"CHEKOV ARTHUR ANTON","USER-1118","9884803954"
"PALERMO HARRIET ROS","USER-1119","1154759716"
"PALERMO VICTOR","USER-1120","9092010708"
"BAMBI","USER-1121","4334846277"
"OSNICK OLLIE","USER-1122","8605146456"
"TOADMORTIMER TOYNBE","USER-1123","2109101208"
"BLACK FOX II","USER-1124","8855835618"
"MACINTOSH ANN","USER-1125","0872276427"
"FUJIKAWA RUMIKO","USER-1126","5751710589"
"SCYLLA","USER-1127","8624654477"
"JAKAL","USER-1128","1580864282"
"MARAUD","USER-1129","4714635046"
"DESTRAK","USER-1130","8299834388"
"SENTRY 459","USER-1131","9488639194"
"CHEETAH","USER-1132","2279069159"
"BOGGS MORDECAI P.","USER-1133","9020306338"
"ARON [WATCHER]","USER-1134","6064243670"
"NYLES JENNIFER","USER-1135","9645204627"
"PETERS NIGEL","USER-1136","3253576892"
"FALSWORTH KENNETH","USER-1137","8280276908"
"NANNY II","USER-1138","0422692376"
"KELLY SEN. ROBERT E","USER-1139","8167609601"
"BONEBREAKER","USER-1140","9643601996"
"ORPHAN-MAKERPETER","USER-1141","1809407236"
"LADY DEATHSTRIKEYUR","USER-1142","5124400962"
"BLACK KINGSEBASTIAN","USER-1143","9548642760"
"TESSA","USER-1144","1523941339"
"PIERCE DONALD","USER-1145","9066184327"
"SPIRAL","USER-1146","6605773116"
"MINOR DOMO","USER-1147","4625825669"
"COLE WADE","USER-1148","2180927207"
"BARBARUS","USER-1149","6648393575"
"ZALADANE","USER-1150","4241425803"
"GAZA","USER-1151","7623967241"
"WHITEOUT","USER-1152","6232876491"
"AMPHIBIUS","USER-1153","9735856302"
"REESE MURRAY","USER-1154","9976698859"
"PARKER RICHARD","USER-1155","2888824359"
"PARKER MARY","USER-1156","3821616712"
"DESTINE ADAM","USER-1157","8411780504"
"CERA KAY","USER-1158","0273352979"
"DESTINE NEWTON","USER-1159","7014995195"
"WALLOPWALTER DESTIN","USER-1160","9600536978"
"IMPPANDORA DESTINE","USER-1161","2687092603"
"GAMBLE GRACIE","USER-1162","5261170818"
"SYNRAITH","USER-1163","2813671467"
"CRIMSON CRUSADERROR","USER-1164","7915973675"
"HEXDOMINIC DESTINE","USER-1165","9153600875"
"HASARD SAMANTHA","USER-1166","1651079069"
"NUMBER NINE","USER-1167","5279784775"
"POPE","USER-1168","5868332088"
"QNAX","USER-1169","1091337652"
"MICROCHIPLINUS LIEB","USER-1170","3119754152"
"NETWORK NINA","USER-1171","7806355266"
"MANIKINDR. WHITMAN ","USER-1172","3706906969"
"BOX IVMADISON JEFFR","USER-1173","2083608692"
"BOXROGER BOCHS","USER-1174","7162924356"
"AURORAJEANNE-MARIE ","USER-1175","8347728836"
"PERSUASIONKARA KILL","USER-1176","9246725061"
"PUCKEUGENE MILTON J","USER-1177","2110663862"
"NORTHSTARJEAN-PAUL ","USER-1178","9017499780"
"MENKEN DONALD L.","USER-1179","2942126278"
"BENDIX DR. ALBERT","USER-1180","5195271588"
"FREDERICKSON KOLINA","USER-1181","8862449311"
"SNOWBIRDNARYAANNE ","USER-1182","8508972650"
"PESTILENCECAPT. F.R","USER-1183","0128364535"
"TALISMAN IIELIZABET","USER-1184","3961119474"
"MESMERO","USER-1185","5802321715"
"MARRINAMARRINA SMAL","USER-1186","4249164621"
"BYRRAH [ATLANTEAN]","USER-1187","4985874950"
"PURPLE MANZEBEDIAH ","USER-1188","7973564215"
"PAST MASTERPROFESSO","USER-1189","4465322591"
"DKEN [SHIAR]","USER-1190","2913221514"
"LILANDRA NERAMANI [S","USER-1191","0093382372"
"SLAR","USER-1192","1603195606"
"KRK [SHIAR]","USER-1193","2253541595"
"DUCHARME","USER-1194","2865063375"
"BROWN ABE","USER-1195","5487517598"
"DIAMOND BOB","USER-1196","3297071611"
"SUN LIN","USER-1197","9074693814"
"ALDEN PROF. MEREDIT","USER-1198","4890253529"
"STARK HOWARD","USER-1199","1696857106"
"IRON MAN IIIEDDIE M","USER-1200","7774990915"
"CRIMSON DYNAMO IIIA","USER-1201","9411027827"
"CORD JANICE","USER-1202","8230212034"
"QUINN PAMELA","USER-1203","4646041324"
"HARRIS EDDIE","USER-1204","8356704606"
"TITANIUM MANBORIS B","USER-1205","4448720640"
"MODOKGEORGE TARLETO","USER-1206","9653221940"
"SHELLSHOCK","USER-1207","1985113037"
"TITANIA","USER-1208","6624562480"
"LETHA","USER-1209","4501023458"
"POUNDCAKESMARIAN PO","USER-1210","2529370334"
"JACKSON CELIA","USER-1211","7319247619"
"MIRAGE","USER-1212","6884880289"
"HIJACKER","USER-1213","0167476639"
"MELTERBRUNO HORGAN","USER-1214","7314095309"
"SCREAMING MIMIMELIS","USER-1215","9160522741"
